url,title,date_found
https://www.naukri.com/job-listings-quality-manager-abb-india-limited-hyderabad-13-to-20-years-270226911166,Quality Manager - Hyderabad - ABB - 13 to 20 years of ...,2026-03-19 03:30:29.049817
https://www.naukri.com/job-listings-qa-manager-dentsu-inc-pune-bengaluru-3-to-5-years-180326503176,"QA Manager - Bengaluru,Pune - Dentsu Webchutney",2026-03-19 03:30:33.914098
https://www.naukri.com/job-listings-automation-architect-ideslabs-private-limited-hyderabad-8-to-10-years-180326917364,Automation Architect - Hyderabad - IDESLABS PRIVATE ...,2026-03-19 03:30:38.991604
https://www.naukri.com/job-listings-lead-test-automation-architect-computing-architect-mbse-plm-boeing-india-private-limited-limited-bengaluru-12-to-16-years-180326911788,Lead Test Automation Architect - Computing ...,2026-03-19 03:30:43.996090
https://www.naukri.com/job-listings-principal-intelligent-automation-architect-ai-rpa-jade-global-software-pvt-ltd-pune-8-to-14-years-030326502622,Principal Intelligent Automation Architect (AI & RPA) - Pune,2026-03-19 03:30:49.104841
https://www.naukri.com/job-listings-qa-testing-manager-mumbai-hyderabad-secunderabad-navi-mumbai-chennai-bangalore-bengaluru-10-to-14-years-170823901373,Test Engineer,2026-03-19 03:30:54.158943
https://www.linkedin.com/jobs/view/4385430890,Manager Application Engineering QA,2026-03-20 03:18:18.488269
https://www.linkedin.com/jobs/view/4387333360,Lead QA Engineer - Services Tooling,2026-03-20 03:18:23.571063
https://www.linkedin.com/jobs/view/4385436883,Quality Assurance Manager (Product Engineering),2026-03-20 03:18:28.513891
https://www.linkedin.com/jobs/view/4368786192,AI Automation Quality Engineer - Assistant Manager,2026-03-20 03:18:38.484982
https://www.linkedin.com/jobs/view/4387333695,Senior Vice President - QE,2026-03-20 03:19:35.901267
https://www.linkedin.com/jobs/view/4377853109,Engineering Manager,2026-03-20 03:19:41.124639
https://www.linkedin.com/jobs/view/4341291267,Engineering Manager,2026-03-20 03:19:46.192746
https://www.linkedin.com/jobs/view/4387824583,Engineering Manager,2026-03-20 03:19:51.084715
https://www.linkedin.com/jobs/view/4387825673,Engineering Manager - Frontend (2026),2026-03-20 03:19:56.018530
https://www.linkedin.com/jobs/view/4387690641,Big Data and Cloud Data Engineer - Manager,2026-03-20 03:20:00.975914
https://www.naukri.com/job-listings-qa-architect-tad-international-business-services-kolkata-11-to-21-years-130326000474,Qa Architect - Kolkata - TAD International Business Services,2026-03-20 03:20:06.000648
https://www.naukri.com/job-listings-quality-engineering-manager-data-quality-automation-dataorb-inc-hyderabad-6-to-10-years-190326504815,Quality Engineering Manager (Data Quality/Automation),2026-03-20 03:20:11.041642
https://www.naukri.com/job-listings-automation-test-architect-ideslabs-private-limited-hyderabad-8-to-10-years-190326914474,Automation Test Architect - Hyderabad,2026-03-20 03:20:17.172701
https://www.linkedin.com/jobs/view/4388536898,QA & Atlassian Platform Lead,2026-03-21 03:09:43.859427
https://www.linkedin.com/jobs/view/4377672264,QA Lead,2026-03-21 03:09:48.751654
https://www.linkedin.com/jobs/view/4387956740,"Manager, eGRC Quality Assurance (L09)",2026-03-21 03:09:58.852473
https://www.linkedin.com/jobs/view/4387970217,"Manager, eGRC Quality Assurance (L09)",2026-03-21 03:10:03.937987
https://www.linkedin.com/jobs/view/4383096824,Manager - Search,2026-03-21 03:10:08.897593
https://www.linkedin.com/jobs/view/4387793523,Automation Test Lead,2026-03-21 03:10:54.827950
https://www.linkedin.com/jobs/view/4372763915,Engineering Manager,2026-03-21 03:11:09.623628
https://www.linkedin.com/jobs/view/4378356701,Engineering Manager - .Net & AWS,2026-03-21 03:11:14.523317
https://www.linkedin.com/jobs/view/4362931850,"Manager, Engineering",2026-03-21 03:11:19.589867
https://www.linkedin.com/jobs/view/4369757652,Engineering Manager - Highways,2026-03-21 03:11:24.681633
https://www.linkedin.com/jobs/view/4329010496,Engineering Manager – Observability & Telemetry,2026-03-21 03:11:29.759443
https://www.linkedin.com/jobs/view/4378338979,Data Engineering Manager,2026-03-21 03:11:34.587885
https://www.naukri.com/job-listings-test-automation-lead-accenture-solutions-pvt-ltd-bengaluru-15-to-20-years-180326930787,Test Automation Lead - Bengaluru - Accenture,2026-03-21 03:11:49.001494
https://www.naukri.com/job-listings-salesforce-qa-manager-enterprise-applications-cdk-global-india-private-limited-hyderabad-10-to-15-years-200326912859,Salesforce QA Manager-Enterprise Applications - Hyderabad,2026-03-21 03:11:54.183703
https://www.naukri.com/job-listings-qc-qa-manager-ricetec-machinery-pvt-ltd-hyderabad-8-to-13-years-190326502369,QC QA Manager - Hyderabad - Ricetec Machinery - 8 to 13 ...,2026-03-21 03:11:59.254185
https://www.naukri.com/job-listings-ai-assurance-architect-hyderabad-20-years-experience-cognizant-hyderabad-20-to-30-years-120326019675,AI Assurance Architect | Hyderabad | 20+ Years Experience,2026-03-21 03:12:04.353460
https://www.linkedin.com/jobs/view/4325886101,Lead QA Engineer,2026-03-22 03:27:45.915332
https://www.linkedin.com/jobs/view/4386170599,Senior/Lead Automation Developer (SDET-Python),2026-03-22 03:28:29.786889
https://www.linkedin.com/jobs/view/4369128493,"Manager, Engineering",2026-03-22 03:29:03.126302
https://www.linkedin.com/jobs/view/4369674066,Microsoft Biz Apps – System Engineer Manager,2026-03-22 03:29:08.270871
https://www.naukri.com/job-listings-manager-qa-automation-phenom-people-hyderabad-10-to-16-years-200326024954,Manager QA Automation - Hyderabad - Phenom People,2026-03-22 03:29:27.643590
https://www.naukri.com/job-listings-quality-regulatory-manager-hyderabad-secunderabad-15-to-20-years-180326901268,Quality Regulatory Manager,2026-03-22 03:29:32.830110
https://www.naukri.com/job-listings-test-automation-architect-pune-13-to-17-years-120226903456,Test Automation Architect,2026-03-22 03:29:38.044743
https://www.naukri.com/job-listings-artificial-intelligence-architect-bangalore-bengaluru-10-to-16-years-060226903758,Artificial Intelligence Architect,2026-03-22 03:29:43.286768
https://www.naukri.com/job-listings-qa-lead-hyderabad-secunderabad-pune-bangalore-bengaluru-8-to-11-years-280126901616,QA Lead,2026-03-22 03:29:48.105725
https://www.naukri.com/job-listings-qa-lead-pune-bangalore-bengaluru-7-to-12-years-240126902883,QA Lead,2026-03-22 03:29:54.725601
https://www.linkedin.com/jobs/view/4389005443,Senior Automation Engineers/Leads,2026-03-23 03:34:52.211468
https://www.linkedin.com/jobs/view/4388767504,Gen AI Solution Leader | 15+ Years | PAN India,2026-03-23 03:34:57.184204
https://www.linkedin.com/jobs/view/4376273703,Engineering Manager,2026-03-23 03:35:21.281656
https://www.linkedin.com/jobs/view/4363534681,Manager - Software Engineering,2026-03-23 03:35:26.201994
https://www.linkedin.com/jobs/view/4335635192,Engineering Manager (Windows Engineer),2026-03-23 03:35:36.175971
https://www.naukri.com/job-listings-sr-qa-architect-bangalore-bengaluru-14-to-20-years-170326904060,Sr. QA Architect,2026-03-23 03:35:41.396694
https://www.naukri.com/job-listings-test-automation-architect-hyderabad-secunderabad-16-to-20-years-180326928615,Test Automation Architect,2026-03-23 03:35:46.482891
https://www.naukri.com/job-listings-test-automation-architect-noida-mumbai-hyderabad-secunderabad-gurgaon-gurugram-bangalore-bengaluru-12-to-18-years-140226903648,Test Automation Architect,2026-03-23 03:35:51.575017
https://www.naukri.com/job-listings-software-quality-assurance-sqa-manager-multiprotocol-silicon-labs-hyderabad-12-to-17-years-190326500040,Software Quality Assurance (SQA) Manager Multiprotocol,2026-03-23 03:35:56.472731
https://www.naukri.com/job-listings-quality-manager-hyderabad-secunderabad-15-to-24-years-180326901273,Quality Manager,2026-03-23 03:36:01.564556
https://www.naukri.com/job-listings-test-automation-manager-hyderabad-secunderabad-bangalore-bengaluru-10-to-15-years-110226904994,Test Automation Manager,2026-03-23 03:36:06.452511
https://www.naukri.com/job-listings-automation-architect-bangalore-bengaluru-10-to-15-years-180326929019,Automation Architect,2026-03-23 03:36:11.355758
https://www.naukri.com/job-listings-test-automation-architect-hyderabad-secunderabad-pune-bangalore-bengaluru-15-to-20-years-110226901244,Test Automation Architect,2026-03-23 03:36:16.259173
https://www.naukri.com/job-listings-test-architect-visara-human-capital-services-hyderabad-bengaluru-10-to-15-years-220326003595,Test Architect - Visara Human Capital Services,2026-03-23 03:36:21.333991
https://www.naukri.com/job-listings-qa-lead-hyderabad-secunderabad-10-to-16-years-250226903288,QA Lead,2026-03-23 03:36:26.455410
https://www.linkedin.com/jobs/view/4252532919,Lead Auto QA Engineer,2026-03-24 03:21:40.065811
https://www.linkedin.com/jobs/view/4386677518,Quality Control Manager,2026-03-24 03:21:59.798834
https://www.linkedin.com/jobs/view/4389072499,Senior QE Manager [T500-24592],2026-03-24 03:23:11.664425
https://www.linkedin.com/jobs/view/4389085303,Senior Quality Engineering Manager [T500-24607],2026-03-24 03:23:33.386099
https://www.linkedin.com/jobs/view/4389086996,Quality Engineering Manager [T500-24624],2026-03-24 03:23:47.459393
https://www.linkedin.com/jobs/view/4308420541,Engineering Manager,2026-03-24 03:23:59.214239
https://www.linkedin.com/jobs/view/4386663513,Senior Engineering Manager QV,2026-03-24 03:24:04.181524
https://www.linkedin.com/jobs/view/4369074163,"Manager, R&D, Quality Assurance",2026-03-24 03:24:09.327403
https://www.naukri.com/job-listings-test-architect-4-hyland-software-hyderabad-10-to-15-years-100326501192,Test Architect 4 - Hyderabad - HYLAND - 10 to 15 years of ...,2026-03-24 03:24:29.419105
https://www.naukri.com/job-listings-quality-assurance-manager-bangalore-bengaluru-14-to-19-years-140326903173,Quality Assurance Manager,2026-03-24 03:24:39.923320
https://www.naukri.com/job-listings-qa-manager-dentsu-inc-pune-bengaluru-3-to-5-years-230326503002,"QA Manager - Pune,Bengaluru - Dentsu Webchutney",2026-03-24 03:24:46.489073
https://www.naukri.com/job-listings-it-qa-manager-bangalore-bengaluru-10-to-15-years-170326909508,IT QA Manager,2026-03-24 03:24:51.662311
https://www.naukri.com/job-listings-automation-qa-professional-geetha-technology-solutions-hyderabad-5-to-10-years-160326910748,Automation QA Professional - Hyderabad,2026-03-24 03:24:57.660276
